year,stateabbr,statename,cityname,obesitypercentage,Population2010,latitude,longitude
2014,OK,Oklahoma,Oklahoma City,31,2579,35.59,-97.54
2014,OK,Oklahoma,Oklahoma City,31,3607,35.37,-97.44
2014,CA,California,Perris,31,9335,33.84,-117.23
2014,TX,Texas,Irving,31,6571,32.85,-97
2014,TX,Texas,Pasadena,31,8378,29.65,-95.19
2014,VA,Virginia,Norfolk,31,2579,36.93,-76.19
2014,AR,Arkansas,Little Rock,31,193524,34.73,-92.36
2014,TX,Texas,Edinburg,31,8169,26.3,-98.2
2014,TX,Texas,San Antonio,31,1533,29.48,-98.35
2014,NV,Nevada,Reno,31,3945,39.53,-119.8
2014,LA,Louisiana,Lafayette,31,4064,30.2,-92.08
2014,PA,Pennsylvania,Philadelphia,31,7645,40.03,-75.03
2014,NY,New York,New York,31,1246,40.57,-73.98
2014,GA,Georgia,Warner Robins,31,4181,32.61,-83.63
2014,MA,Massachusetts,Fall River,31,2682,41.69,-71.18
2014,WI,Wisconsin,Green Bay,31,4516,44.52,-88.12
2014,TX,Texas,Longview,31,150,32.49,-94.69
2014,KY,Kentucky,Louisville,31,5669,38.14,-85.86
2014,TN,Tennessee,Clarksville,31,4632,36.59,-87.39
2014,TX,Texas,Houston,31,4235,29.74,-95.37
2014,CA,California,Los Angeles,31,4113,34.01,-118.35
2014,NY,New York,New York,31,2127,40.68,-73.87
2014,TX,Texas,Carrollton,31,3615,32.96,-96.85
2014,GA,Georgia,Atlanta,31,2800,33.77,-84.37
2014,NY,New York,New York,31,3380,40.59,-73.82
2014,CA,California,San Diego,31,6148,32.74,-117.1
2014,TN,Tennessee,Nashville,31,3924,36.15,-86.65
2014,NE,Nebraska,Omaha,31,1846,41.31,-96.06
2014,CA,California,Concord,31,4996,37.95,-122.04
2014,CT,Connecticut,New Britain,31,73206,41.68,-72.79
2014,FL,Florida,Orlando,31,291,28.55,-81.31
2014,CA,California,Los Angeles,31,2310,34.22,-118.45
2014,PA,Pennsylvania,Scranton,31,2642,41.41,-75.66
2014,TX,Texas,Houston,31,8311,29.61,-95.26
2014,WV,West Virginia,Charleston,31,3824,38.35,-81.66
2014,CA,California,Riverside,31,4390,33.92,-117.45
2014,CA,California,Long Beach,31,3973,33.88,-118.16
2014,NY,New York,New York,31,2061,40.63,-73.96
2014,CA,California,Chula Vista,31,2348,32.6,-117.08
2014,OK,Oklahoma,Tulsa,31,3002,36.13,-95.88
2014,NY,New York,New York,31,2906,40.64,-73.92
2014,CA,California,Lancaster,31,7100,34.7,-118.09
2014,CA,California,Los Angeles,31,2274,34.02,-118.21
2014,CA,California,Los Angeles,31,3293,34.26,-118.43
2014,CA,California,Los Angeles,31,4057,34.22,-118.45
2014,MA,Massachusetts,Worcester,31,6592,42.23,-71.8
2014,NV,Nevada,North Las Vegas,31,3076,36.27,-115.15
2014,CA,California,Merced,31,3213,37.31,-120.49
2014,KY,Kentucky,Lexington,31,3156,38.09,-84.5
2014,DC,District of C,Washington,31,4480,38.97,-77.03
2014,IL,Illinois,Cicero,31,7654,41.83,-87.76
2014,NY,New York,New York,31,3984,40.76,-73.93
2014,TX,Texas,Longview,31,3499,32.52,-94.75
2014,TX,Texas,Amarillo,31,58,35.26,-101.86
2014,TX,Texas,Grand Prairie,31,6880,32.68,-97.05
2014,CA,California,Menifee,31,3863,33.75,-117.16
2014,WA,Washington,Tacoma,31,4742,47.26,-122.45
2014,AZ,Arizona,Phoenix,31,3833,33.49,-112.04
2014,CA,California,Antioch,31,4166,37.99,-121.82
2014,CA,California,Long Beach,31,5181,33.78,-118.17
2014,NY,New York,New York,31,2098,40.7,-73.8
2014,PA,Pennsylvania,Philadelphia,31,6243,39.92,-75.16
2014,TN,Tennessee,Nashville,31,4133,36.21,-86.73
2014,CA,California,Long Beach,31,6158,33.77,-118.19
2014,MO,Missouri,St. Joseph,31,2947,39.79,-94.84
2014,FL,Florida,Miramar,31,5540,25.99,-80.23
2014,HI,Hawaii,Honolulu,31,6227,21.45,-158.17
2014,IN,Indiana,Indianapolis,31,1522,39.78,-86.06
2014,VA,Virginia,Virginia Beach,31,4651,36.8,-76.09
2014,TX,Texas,San Antonio,31,4549,29.55,-98.37
2014,TX,Texas,Arlington,31,3942,32.77,-97.08
2014,WA,Washington,Kennewick,31,4464,46.2,-119.17
2014,MI,Michigan,Westland,31,84094,42.32,-83.38
2014,AL,Alabama,Montgomery,31,5463,32.37,-86.26
2014,NE,Nebraska,Omaha,31,2454,41.24,-95.92
2014,TX,Texas,McAllen,31,4999,26.18,-98.22
2014,CA,California,Modesto,31,6188,37.68,-121.02
2014,FL,Florida,Jacksonville,31,11917,30.22,-81.75
2014,CA,California,Los Angeles,31,3315,33.73,-118.29
2014,GA,Georgia,Warner Robins,31,4429,32.61,-83.68
2014,NY,New York,New York,31,2998,40.68,-73.89
2014,AZ,Arizona,Scottsdale,31,3293,33.49,-111.94
2014,WI,Wisconsin,Appleton,31,133,44.34,-88.37
2014,CA,California,Riverside,31,5830,33.91,-117.47
2014,TX,Texas,Killeen,31,7028,31.08,-97.75
2014,TX,Texas,Round Rock,31,684,30.53,-97.72
2014,CT,Connecticut,Hartford,31,5240,41.75,-72.69
2014,AZ,Arizona,Yuma,31,3002,32.7,-114.67
2014,TX,Texas,San Antonio,31,6576,29.49,-98.58
2014,TX,Texas,Lubbock,31,5251,33.56,-101.95
2014,WI,Wisconsin,Appleton,31,3383,44.23,-88.37
2014,WA,Washington,Spokane Valley,31,3608,47.65,-117.25
2014,NY,New York,New York,31,3778,40.81,-73.94
2014,CT,Connecticut,Bridgeport,31,3565,41.19,-73.21
2014,NY,New York,New York,31,6369,40.62,-74.16
2014,NY,New York,New York,31,4042,40.64,-73.91
2014,CA,California,Hayward,31,4256,37.64,-122.07
2014,CA,California,Salinas,31,7161,36.69,-121.65
2014,AZ,Arizona,Phoenix,31,3037,33.4,-112.25
2014,TX,Texas,El Paso,31,7642,31.87,-106.61
2014,CA,California,Rialto,31,933,34.09,-117.4
2014,MA,Massachusetts,Fall River,31,5358,41.66,-71.15
2014,VA,Virginia,Norfolk,31,1623,36.88,-76.22
2014,MO,Missouri,Kansas City,31.1,1640,39.05,-94.58
2014,SD,South Dakota,Rapid City,31.1,3484,44.08,-103.2
2014,UT,Utah,West Valley City,31.1,3015,40.69,-111.96
2014,IL,Illinois,Joliet,31.1,9749,41.55,-88.3
2014,MA,Massachusetts,Boston,31.1,4072,42.27,-71.07
2014,CA,California,Oakland,31.1,2385,37.81,-122.3
2014,CA,California,Pasadena,31.1,5826,34.16,-118.16
2014,TX,Texas,Mission,31.1,9984,26.23,-98.29
2014,KS,Kansas,Olathe,31.1,4888,38.89,-94.81
2014,WA,Washington,Spokane Valley,31.1,5018,47.67,-117.23
2014,OH,Ohio,Columbus,31.1,10218,39.99,-82.81
2014,TX,Texas,Killeen,31.1,3423,31.1,-97.72
2014,IL,Illinois,Cicero,31.1,4746,41.85,-87.78
2014,PA,Pennsylvania,Pittsburgh,31.1,2559,40.42,-79.97
2014,TX,Texas,Carrollton,31.1,5356,33.01,-96.89
2014,VA,Virginia,Newport News,31.1,5536,37.15,-76.52
2014,IN,Indiana,Muncie,31.1,4296,40.19,-85.43
2014,CO,Colorado,Aurora,31.1,4992,39.73,-104.86
2014,TN,Tennessee,Chattanooga,31.1,130,35.16,-85.29
2014,OK,Oklahoma,Broken Arrow,31.1,2291,36.04,-95.74
2014,FL,Florida,Miami,31.1,5735,25.77,-80.2
2014,TX,Texas,Amarillo,31.1,6623,35.16,-101.86
2014,KY,Kentucky,Louisville,31.1,3168,38.1,-85.89
2014,WI,Wisconsin,Milwaukee,31.1,1920,43.08,-88.01
2014,TX,Texas,Carrollton,31.1,2372,32.95,-96.88
2014,CA,California,Los Angeles,31.1,3770,34.09,-118.31
2014,PA,Pennsylvania,Scranton,31.1,2439,41.41,-75.69
2014,MD,Maryland,Baltimore,31.1,2590,39.27,-76.66
2014,MO,Missouri,Springfield,31.1,219,37.17,-93.36
2014,WI,Wisconsin,Kenosha,31.1,8122,42.57,-87.92
2014,FL,Florida,Tallahassee,31.1,3280,30.39,-84.26
2014,AZ,Arizona,Phoenix,31.1,6298,33.55,-112.14
2014,CA,California,Moreno Valley,31.1,6365,33.93,-117.21
2014,TX,Texas,San Antonio,31.1,3155,29.48,-98.56
2014,TX,Texas,Austin,31.1,5000,30.39,-97.66
2014,NV,Nevada,North Las Vegas,31.1,1057,36.24,-115.09
2014,NY,New York,New York,31.1,2722,40.64,-73.95
2014,CA,California,Menifee,31.1,4066,33.7,-117.25
2014,TN,Tennessee,Clarksville,31.1,2764,36.57,-87.41
2014,TX,Texas,Irving,31.1,6671,32.84,-96.97
2014,MA,Massachusetts,Worcester,31.1,181045,42.27,-71.81
2014,CA,California,Riverside,31.1,1768,34.01,-117.35
2014,TX,Texas,Laredo,31.1,12304,27.61,-99.46
2014,MD,Maryland,Baltimore,31.1,1764,39.34,-76.56
2014,CA,California,Los Angeles,31.1,2376,34.02,-118.33
2014,PA,Pennsylvania,Bethlehem,31.1,2876,40.62,-75.38
2014,CA,California,Los Angeles,31.1,4351,34.23,-118.55
2014,IL,Illinois,Waukegan,31.1,2499,42.4,-87.87
2014,NY,New York,New York,31.1,1422,40.64,-73.9
2014,WI,Wisconsin,Appleton,31.1,3878,44.24,-88.39
2014,AZ,Arizona,Peoria,31.1,3439,33.57,-112.21
2014,WI,Wisconsin,Madison,31.1,1809,43.11,-89.32
2014,CA,California,Los Angeles,31.1,2865,34.06,-118.3
2014,IN,Indiana,South Bend,31.1,1311,41.68,-86.24
2014,TN,Tennessee,Memphis,31.1,3711,35.18,-89.85
2014,NY,New York,New York,31.1,3814,40.64,-73.95
2014,TX,Texas,Amarillo,31.1,1949,35.19,-101.91
2014,LA,Louisiana,Lafayette,31.1,1026,30.15,-91.99
2014,DC,District of C,Washington,31.1,3644,38.87,-76.96
2014,PA,Pennsylvania,Pittsburgh,31.1,1629,40.46,-79.95
2014,GA,Georgia,Augusta,31.1,2551,33.5,-82.04
2014,FL,Florida,Hialeah,31.1,6140,25.84,-80.27
2014,GA,Georgia,Columbus,31.1,2431,32.5,-84.97
2014,WA,Washington,Spokane,31.1,4954,47.65,-117.39
2014,VA,Virginia,Virginia Beach,31.1,1344,36.83,-76.1
2014,NC,North Carolin,Wilmington,31.1,3699,34.2,-77.93
2014,CA,California,El Cajon,31.1,3450,32.79,-116.97
2014,IN,Indiana,Indianapolis,31.1,5818,39.88,-86.18
2014,VA,Virginia,Richmond,31.1,204214,37.53,-77.48
2014,CO,Colorado,Westminster,31.1,595,39.82,-105.03
2014,CA,California,Chula Vista,31.1,4466,32.64,-117.11
2014,TX,Texas,Dallas,31.1,2984,32.81,-96.7
2014,PA,Pennsylvania,Pittsburgh,31.1,1650,40.38,-80
2014,NV,Nevada,North Las Vegas,31.1,7841,36.27,-115.07
2014,GA,Georgia,Albany,31.1,1224,31.6,-84.09
2014,LA,Louisiana,New Orleans,31.1,4346,29.93,-90.01
2014,OK,Oklahoma,Lawton,31.1,2024,34.62,-98.41
2014,NY,New York,New York,31.1,9308,40.78,-73.94
2014,CA,California,Escondido,31.1,6689,33.13,-117.07
2014,IA,Iowa,Davenport,31.1,3918,41.53,-90.65
2014,TX,Texas,Garland,31.1,5093,32.84,-96.58
2014,CA,California,Santa Maria,31.1,7556,34.97,-120.44
2014,NY,New York,Buffalo,31.1,2441,42.91,-78.88
2014,TX,Texas,Fort Worth,31.1,4557,32.67,-97.39
2014,IL,Illinois,Decatur,31.1,4705,39.88,-88.97
2014,CA,California,Santa Ana,31.1,9156,33.74,-117.86
2014,AZ,Arizona,Mesa,31.1,3178,33.4,-111.85
2014,LA,Louisiana,Lafayette,31.1,2443,30.22,-92.07
2014,TX,Texas,Garland,31.1,6155,32.92,-96.66
2014,TN,Tennessee,Nashville,31.1,601222,36.17,-86.78
2014,KY,Kentucky,Louisville,31.1,4512,38.13,-85.64
2014,RI,Rhode Island,Providence,31.1,2575,41.84,-71.45
2014,TX,Texas,Garland,31.1,226876,32.91,-96.63
2014,OH,Ohio,Columbus,31.1,3105,39.97,-82.99
2014,MI,Michigan,Grand Rapids,31.1,2202,43.02,-85.65
2014,CA,California,Hesperia,31.1,5221,34.46,-117.3
2014,TX,Texas,Tyler,31.1,3927,32.3,-95.27
2014,FL,Florida,Miami,31.1,9593,25.77,-80.3
2014,WI,Wisconsin,Waukesha,31.1,5719,43.01,-88.25
2014,KY,Kentucky,Louisville,31.1,6178,38.21,-85.63
2014,NY,New York,New York,31.1,5943,40.59,-73.98
2014,AR,Arkansas,Jonesboro,31.1,6516,35.82,-90.72
2014,CA,California,Chula Vista,31.1,78,32.6,-117.09
2014,TX,Texas,McKinney,31.1,4867,33.2,-96.62
2014,CA,California,Long Beach,31.1,5033,33.78,-118.17
2014,IA,Iowa,Des Moines,31.1,8190,41.53,-93.57
2014,HI,Hawaii,Honolulu,31.1,704,21.32,-157.92
2014,FL,Florida,Hialeah,31.1,6441,25.89,-80.35
2014,WA,Washington,Auburn,31.1,1632,47.33,-122.24
2014,NJ,New Jersey,Union City,31.2,5137,40.76,-74.04
2014,NJ,New Jersey,Union City,31.2,4441,40.78,-74.02
2014,NJ,New Jersey,Union City,31.2,66455,40.77,-74.03
2014,OK,Oklahoma,Oklahoma City,31.2,5504,35.4,-97.38
2014,OK,Oklahoma,Oklahoma City,31.2,5374,35.6,-97.56
2014,OK,Oklahoma,Tulsa,31.2,391906,36.13,-95.9
2014,KY,Kentucky,Lexington,31.2,3081,38.02,-84.44
2014,RI,Rhode Island,Warwick,31.2,4852,41.69,-71.4
2014,CA,California,Los Angeles,31.2,3413,34.04,-118.38
2014,AZ,Arizona,Glendale,31.2,4935,33.55,-112.18
2014,NH,New Hampshire,Manchester,31.2,5730,42.98,-71.44
2014,MA,Massachusetts,Fall River,31.2,3813,41.68,-71.14
2014,NM,New Mexico,Albuquerque,31.2,1839,35.01,-106.71
2014,IA,Iowa,Des Moines,31.2,3788,41.57,-93.67
2014,KS,Kansas,Wichita,31.2,2221,37.65,-97.24
2014,OH,Ohio,Akron,31.2,4352,41.05,-81.47
2014,NC,North Carolin,Fayetteville,31.2,4258,35.08,-78.94
2014,MN,Minnesota,St. Paul,31.2,4011,44.97,-93.06
2014,IL,Illinois,Chicago,31.2,3564,41.83,-87.67
2014,NY,New York,New York,31.2,4376,40.67,-73.94
2014,WA,Washington,Spokane,31.2,1687,47.65,-117.46
2014,WI,Wisconsin,Racine,31.2,6491,42.76,-87.78
2014,CA,California,Stockton,31.2,3303,38.03,-121.32
2014,CA,California,Oakland,31.2,3954,37.77,-122.21
2014,CA,California,Hawthorne,31.2,4407,33.91,-118.34
2014,NY,New York,New York,31.2,2231,40.65,-73.92
2014,CA,California,Whittier,31.2,3974,33.98,-118.05
2014,SC,South Carolin,Rock Hill,31.2,3497,34.93,-80.96
2014,MI,Michigan,Wyoming,31.2,5384,42.93,-85.72
2014,TX,Texas,Fort Worth,31.2,3905,32.88,-97.3
2014,TX,Texas,El Paso,31.2,5956,31.78,-106.35
2014,TX,Texas,Amarillo,31.2,4211,35.2,-101.88
2014,VA,Virginia,Norfolk,31.2,1555,36.86,-76.22
2014,OH,Ohio,Columbus,31.2,2301,40.11,-82.97
2014,AR,Arkansas,Springdale,31.2,869,36.23,-94.13
2014,WA,Washington,Everett,31.2,4502,47.94,-122.25
2014,CA,California,Los Angeles,31.2,4742,34.09,-118.31
2014,AZ,Arizona,Phoenix,31.2,4685,33.48,-112.25
2014,MA,Massachusetts,Brockton,31.2,4655,42.06,-71.04
2014,CA,California,El Cajon,31.2,3550,32.8,-116.96
2014,NY,New York,New York,31.2,2676,40.76,-73.87
2014,IN,Indiana,Fort Wayne,31.2,4113,41.1,-85.16
2014,WA,Washington,Vancouver,31.2,3622,45.65,-122.52
2014,CA,California,Indio,31.2,5006,33.71,-116.26
2014,TX,Texas,Austin,31.2,6444,30.45,-97.79
2014,IA,Iowa,Waterloo,31.2,3120,42.47,-92.39
2014,TX,Texas,Abilene,31.2,2899,32.44,-99.76
2014,IA,Iowa,Waterloo,31.2,3626,42.48,-92.33
2014,TN,Tennessee,Nashville,31.2,4041,36.29,-86.77
2014,FL,Florida,Jacksonville,31.2,4659,30.31,-81.53
2014,CA,California,Fresno,31.2,6682,36.8,-119.84
2014,WA,Washington,Seattle,31.2,7383,47.52,-122.26
2014,IN,Indiana,Indianapolis,31.2,8476,39.67,-86.25
2014,TX,Texas,Corpus Christi,31.2,3687,27.68,-97.42
2014,CA,California,Fairfield,31.2,2275,38.25,-122.05
2014,CA,California,Rialto,31.2,5369,34.09,-117.37
2014,NY,New York,New York,31.2,6948,40.58,-73.99
2014,TX,Texas,Dallas,31.2,3933,32.84,-96.7
2014,NY,New York,New York,31.2,4648,40.68,-73.94
2014,NJ,New Jersey,Elizabeth,31.2,6612,40.66,-74.23
2014,MO,Missouri,Springfield,31.2,3448,37.17,-93.27
2014,TX,Texas,San Antonio,31.2,7747,29.53,-98.42
2014,NY,New York,New York,31.2,5503,40.81,-73.85
2014,TX,Texas,San Antonio,31.2,2077,29.52,-98.44
2014,TN,Tennessee,Nashville,31.2,3189,36.03,-86.61
2014,CA,California,Bakersfield,31.2,4158,35.34,-119.05
2014,CA,California,Santa Ana,31.2,6627,33.74,-117.88
2014,AZ,Arizona,Mesa,31.2,248,33.41,-111.64
2014,AR,Arkansas,Little Rock,31.2,3379,34.76,-92.4
2014,CA,California,Concord,31.2,117,38.01,-122.03
2014,TX,Texas,San Antonio,31.2,6379,29.5,-98.69
2014,NY,New York,New York,31.2,3823,40.69,-73.92
2014,NY,New York,New York,31.2,2655,40.63,-73.92
2014,KY,Kentucky,Louisville,31.2,1782,38.24,-85.73
2014,CA,California,Salinas,31.2,3646,36.69,-121.62
2014,NY,New York,New York,31.2,4917,40.69,-73.95
2014,MN,Minnesota,St. Paul,31.2,2713,44.96,-93.18
2014,NY,New York,Rochester,31.2,2938,43.16,-77.55
2014,FL,Florida,Lakeland,31.2,97422,28.06,-81.95
2014,WA,Washington,Vancouver,31.2,4038,45.66,-122.54
2014,AR,Arkansas,Fayetteville,31.2,562,36.03,-94.2
2014,TX,Texas,Fort Worth,31.2,1171,32.57,-97.3
2014,DC,District of C,Washington,31.2,1962,38.89,-76.96
2014,VA,Virginia,Virginia Beach,31.2,4434,36.81,-76.06
2014,NY,New York,New York,31.2,3674,40.69,-73.94
2014,CA,California,Oakland,31.2,1569,37.81,-122.28
2014,OH,Ohio,Canton,31.2,2118,40.85,-81.38
2014,GA,Georgia,Warner Robins,31.2,5356,32.59,-83.63
2014,RI,Rhode Island,Providence,31.2,6760,41.85,-71.42
2014,KS,Kansas,Wichita,31.2,3249,37.72,-97.37
2014,MI,Michigan,Dearborn,31.2,98153,42.31,-83.21
2014,IN,Indiana,Indianapolis,31.2,4526,39.78,-86.02
2014,CA,California,Merced,31.2,3266,37.31,-120.46
2014,TX,Texas,San Antonio,31.2,6362,29.55,-98.62
2014,TX,Texas,Austin,31.2,5413,30.26,-97.72
2014,MA,Massachusetts,Lynn,31.2,4350,42.47,-70.97
2014,MA,Massachusetts,Springfield,31.2,2016,42.13,-72.54
2014,TX,Texas,Houston,31.2,3724,29.8,-95.5
2014,OK,Oklahoma,Tulsa,31.2,351,36.12,-96.02
2014,DC,District of C,Washington,31.2,1851,38.89,-76.92
2014,CA,California,Norwalk,31.2,1146,33.92,-118.07
2014,WA,Washington,Kennewick,31.2,73917,46.2,-119.17
2014,WI,Wisconsin,Milwaukee,31.2,2749,43.01,-87.9
2014,NY,New York,New York,31.2,3456,40.64,-73.91
2014,KS,Kansas,Kansas City,31.3,1335,39.06,-94.74
2014,NJ,New Jersey,Jersey City,31.3,4293,40.69,-74.09
2014,OK,Oklahoma,Oklahoma City,31.3,1019,35.5,-97.62
2014,OK,Oklahoma,Oklahoma City,31.3,1972,35.38,-97.52
2014,IL,Illinois,Joliet,31.3,152,41.45,-88.08
2014,CA,California,Victorville,31.3,6068,34.52,-117.3
2014,TX,Texas,Killeen,31.3,4513,31.07,-97.7
2014,AL,Alabama,Montgomery,31.3,3411,32.4,-86.27
2014,CA,California,Los Angeles,31.3,3770,34.06,-118.27
2014,CA,California,Tracy,31.3,4694,37.75,-121.43
2014,OR,Oregon,Salem,31.3,4858,44.95,-123.01
2014,TX,Texas,Dallas,31.3,4800,33.01,-96.85
2014,TX,Texas,Arlington,31.3,95,32.75,-97.05
2014,RI,Rhode Island,Pawtucket,31.3,3289,41.88,-71.38
2014,NC,North Carolin,Durham,31.3,228330,35.98,-78.91
2014,CA,California,Los Angeles,31.3,2748,34.18,-118.37
2014,NC,North Carolin,Charlotte,31.3,8292,35.16,-80.91
2014,IN,Indiana,Lafayette,31.3,5084,40.39,-86.85
2014,KS,Kansas,Overland Park,31.3,3712,38.97,-94.7
2014,IN,Indiana,Indianapolis,31.3,3226,39.8,-86.32
2014,IN,Indiana,Lafayette,31.3,3439,40.38,-86.88
2014,IL,Illinois,Rockford,31.3,4220,42.27,-89.04
2014,WA,Washington,Tacoma,31.3,5015,47.28,-122.51
2014,IN,Indiana,Evansville,31.3,2224,37.98,-87.51
2014,CT,Connecticut,Waterbury,31.3,2731,41.59,-73.03
2014,IN,Indiana,Fort Wayne,31.3,51,40.99,-85.19
2014,IL,Illinois,Joliet,31.3,6105,41.58,-88.16
2014,FL,Florida,Lauderhill,31.3,5555,26.18,-80.23
2014,CA,California,Bellflower,31.3,3799,33.89,-118.12
2014,MA,Massachusetts,Lynn,31.3,3312,42.46,-70.97
2014,GA,Georgia,Atlanta,31.3,5402,33.74,-84.34
2014,CA,California,Manteca,31.3,4016,37.8,-121.21
2014,OH,Ohio,Akron,31.3,5195,41.13,-81.58
2014,NC,North Carolin,Charlotte,31.3,4145,35.32,-80.88
2014,NY,New York,New York,31.3,5248,40.82,-73.94
2014,CA,California,Los Angeles,31.3,4520,33.99,-118.35
2014,TN,Tennessee,Nashville,31.3,5029,36.27,-86.66
2014,TX,Texas,Dallas,31.3,1477,32.8,-96.74
2014,TN,Tennessee,Memphis,31.3,3110,35.16,-89.9
2014,CA,California,Victorville,31.3,4762,34.51,-117.31
2014,OR,Oregon,Gresham,31.3,5251,45.52,-122.49
2014,MA,Massachusetts,New Bedford,31.3,4879,41.71,-70.95
2014,MI,Michigan,Sterling Heights,31.3,129699,42.58,-83.03
2014,CA,California,Moreno Valley,31.3,193365,33.92,-117.2
2014,WI,Wisconsin,Kenosha,31.3,2351,42.57,-87.82
2014,TX,Texas,Fort Worth,31.3,2202,32.72,-97.47
2014,CA,California,Bellflower,31.3,4391,33.88,-118.13
2014,WI,Wisconsin,Kenosha,31.3,74,42.56,-87.89
2014,TX,Texas,Laredo,31.3,2330,27.55,-99.5
2014,NC,North Carolin,Concord,31.3,4496,35.38,-80.62
2014,VA,Virginia,Portsmouth,31.3,5392,36.83,-76.38
2014,CA,California,Fontana,31.3,4841,34.07,-117.44
2014,NM,New Mexico,Las Cruces,31.3,2888,32.31,-106.79
2014,NY,New York,New York,31.3,3368,40.62,-73.94
2014,CA,California,Whittier,31.3,2131,33.97,-118.03
2014,NC,North Carolin,Charlotte,31.3,1385,35.21,-80.68
2014,VA,Virginia,Virginia Beach,31.3,5775,36.83,-76.09
2014,FL,Florida,Jacksonville,31.3,5692,30.22,-81.83
2014,WA,Washington,Everett,31.3,1405,47.89,-122.23
2014,WI,Wisconsin,Madison,31.3,5656,43.04,-89.49
2014,CA,California,Pasadena,31.3,3974,34.16,-118.14
2014,KY,Kentucky,Louisville,31.3,5709,38.11,-85.64
2014,CA,California,Carson,31.3,6061,33.85,-118.24
2014,NY,New York,New York,31.3,5997,40.64,-73.95
2014,CA,California,Fontana,31.3,1702,34.1,-117.41
2014,FL,Florida,Jacksonville,31.3,2621,30.34,-81.61
2014,FL,Florida,Jacksonville,31.3,10618,30.29,-81.82
2014,FL,Florida,Jacksonville,31.3,4234,30.36,-81.42
2014,CT,Connecticut,Bridgeport,31.3,1899,41.21,-73.18
2014,NJ,New Jersey,Elizabeth,31.3,6072,40.65,-74.2
2014,WA,Washington,Vancouver,31.3,4649,45.63,-122.59
2014,NY,New York,New York,31.3,2523,40.61,-74.12
2014,CA,California,Bakersfield,31.3,7012,35.3,-119.04
2014,MN,Minnesota,St. Paul,31.3,4848,44.98,-93.12
2014,MA,Massachusetts,Lynn,31.3,4606,42.47,-70.96
2014,AK,Alaska,Anchorage,31.3,3748,61.19,-149.91
2014,IL,Illinois,Waukegan,31.3,1781,42.42,-87.87
2014,NY,New York,New York,31.3,2532,40.76,-73.86
2014,IL,Illinois,Chicago,31.3,2695598,41.84,-87.69
2014,PA,Pennsylvania,Pittsburgh,31.3,4049,40.39,-79.98
2014,FL,Florida,Hollywood,31.3,5531,26,-80.15
2014,CA,California,Stockton,31.3,5001,37.93,-121.29
2014,CA,California,Riverside,31.3,5314,33.93,-117.45
2014,CA,California,Antioch,31.3,6595,37.99,-121.84
2014,NM,New Mexico,Albuquerque,31.3,4361,35.08,-106.57
2014,MO,Missouri,Kansas City,31.4,2714,39.26,-94.59
2014,MO,Missouri,Kansas City,31.4,2501,39.06,-94.6
2014,NJ,New Jersey,Union City,31.4,66455,40.77,-74.03
2014,NJ,New Jersey,Union City,31.4,3208,40.76,-74.03
2014,UT,Utah,West Valley City,31.4,3277,40.68,-112.01
2014,CA,California,Rialto,31.4,3407,34.1,-117.4
2014,NY,New York,New York,31.4,4465,40.82,-73.94
2014,AZ,Arizona,Phoenix,31.4,5819,33.56,-112.05
2014,AL,Alabama,Mobile,31.4,4402,30.63,-88.16
2014,KY,Kentucky,Louisville,31.4,4723,38.21,-85.66
2014,TX,Texas,Plano,31.4,7381,33.02,-96.67
2014,NJ,New Jersey,Paterson,31.4,4854,40.91,-74.19
2014,MO,Missouri,St. Louis,31.4,1159,38.63,-90.23
2014,CA,California,Lynwood,31.4,6972,33.92,-118.19
2014,AZ,Arizona,Mesa,31.4,3688,33.4,-111.86
2014,CA,California,South Gate,31.4,94396,33.94,-118.19
2014,DC,District of C,Washington,31.4,3087,38.95,-77.01
2014,NY,New York,New York,31.4,7527,40.75,-73.86
2014,PA,Pennsylvania,Scranton,31.4,1474,41.43,-75.65
2014,NE,Nebraska,Lincoln,31.4,1715,40.81,-96.69
2014,TN,Tennessee,Knoxville,31.4,3901,35.95,-83.88
2014,OR,Oregon,Salem,31.4,3593,44.92,-123.04
2014,NY,New York,New York,31.4,1470,40.65,-74.01
2014,CA,California,Rialto,31.4,4827,34.1,-117.38
2014,MN,Minnesota,St. Paul,31.4,2584,44.96,-93.11
2014,IL,Illinois,Rockford,31.4,492,42.33,-89.09
2014,CO,Colorado,Aurora,31.4,5742,39.75,-104.86
2014,WA,Washington,Kennewick,31.4,4623,46.22,-119.16
2014,CO,Colorado,Greeley,31.4,1587,40.42,-104.68
2014,CT,Connecticut,Waterbury,31.4,5535,41.55,-73.01
2014,MA,Massachusetts,Boston,31.4,2251,42.37,-71.04
2014,WA,Washington,Spokane Valley,31.4,3582,47.65,-117.23
2014,CA,California,Riverside,31.4,3655,33.93,-117.5
2014,KY,Kentucky,Louisville,31.4,6270,38.14,-85.78
2014,IN,Indiana,Indianapolis,31.4,4719,39.81,-86.3
2014,NY,New York,New York,31.4,5464,40.7,-73.81
2014,AZ,Arizona,Tucson,31.4,1562,32.1,-110.9
2014,FL,Florida,Miami,31.4,3769,25.76,-80.22
2014,FL,Florida,Coral Springs,31.4,5410,26.28,-80.23
2014,TX,Texas,Fort Worth,31.4,3115,32.82,-97.05
2014,IL,Illinois,Elgin,31.4,3675,42.06,-88.33
2014,OH,Ohio,Parma,31.4,4203,41.41,-81.77
