year,stateabbr,statename,cityname,obesitypercentage,Population2010,latitude,longitude
2014,TX,Texas,Houston,41.9,2860,29.93,-95.41
2014,OH,Ohio,Toledo,41.9,5309,41.63,-83.59
2014,TX,Texas,Houston,41.9,3612,29.83,-95.41
2014,NY,New York,Albany,41.9,2872,42.64,-73.76
2014,GA,Georgia,Savannah,41.9,2316,32.06,-81.05
2014,CT,Connecticut,New Haven,41.9,4745,41.3,-72.94
2014,OH,Ohio,Dayton,41.9,3952,39.76,-84.13
2014,CT,Connecticut,Waterbury,41.9,2498,41.55,-73.03
2014,DE,Delaware,Wilmington,41.9,2387,39.75,-75.56
2014,PA,Pennsylvania,Philadelphia,41.9,3675,40,-75.13
2014,TX,Texas,Houston,41.9,6614,29.92,-95.4
2014,TX,Texas,Edinburg,41.9,5035,26.3,-98.15
2014,TX,Texas,Waco,41.9,2937,31.56,-97.16
2014,MD,Maryland,Baltimore,41.9,2478,39.31,-76.66
2014,LA,Louisiana,New Orleans,41.9,2328,29.95,-90.04
2014,TN,Tennessee,Chattanooga,41.9,4609,35.08,-85.25
2014,NY,New York,Buffalo,41.9,2654,42.9,-78.81
2014,LA,Louisiana,Baton Rouge,41.9,1446,30.44,-91.17
2014,TX,Texas,Fort Worth,41.9,2009,32.78,-97.35
2014,IL,Illinois,Waukegan,41.9,2532,42.34,-87.85
2014,TX,Texas,Fort Worth,41.9,5950,32.83,-97.34
2014,OH,Ohio,Akron,41.9,1062,41.1,-81.52
2014,IL,Illinois,Peoria,41.9,2044,40.71,-89.56
2014,VA,Virginia,Portsmouth,41.9,3289,36.8,-76.33
2014,IL,Illinois,Chicago,41.9,1626,41.73,-87.67
2014,OH,Ohio,Columbus,41.9,2810,39.94,-82.9
2014,CA,California,Bakersfield,41.9,6537,35.36,-118.99
2014,LA,Louisiana,New Orleans,41.9,5901,30.04,-90
2014,WI,Wisconsin,Milwaukee,41.9,3876,43,-87.93
2014,TX,Texas,San Antonio,41.9,2438,29.41,-98.43
2014,OH,Ohio,Toledo,42,3620,41.63,-83.65
2014,OK,Oklahoma,Lawton,42,2909,34.6,-98.42
2014,AL,Alabama,Montgomery,42,2754,32.42,-86.27
2014,IL,Illinois,Chicago,42,1378,41.76,-87.66
2014,TX,Texas,Longview,42,4643,32.49,-94.72
2014,MI,Michigan,Detroit,42,901,42.38,-83.25
2014,MD,Maryland,Baltimore,42,2937,39.31,-76.58
2014,GA,Georgia,Athens,42,3275,33.95,-83.41
2014,GA,Georgia,Atlanta,42,2238,33.74,-84.4
2014,TN,Tennessee,Nashville,42,1250,36.16,-86.81
2014,TX,Texas,Mission,42,6321,26.21,-98.34
2014,KY,Kentucky,Lexington,42,2310,38.07,-84.49
2014,IA,Iowa,Waterloo,42,2179,42.51,-92.3
2014,GA,Georgia,Macon,42,4361,32.82,-83.71
2014,MO,Missouri,St. Louis,42,2237,38.64,-90.21
2014,TX,Texas,Dallas,42,5080,32.67,-96.8
2014,IL,Illinois,Chicago,42,3475,41.74,-87.65
2014,NY,New York,Buffalo,42,3035,42.87,-78.86
2014,PA,Pennsylvania,Philadelphia,42,2758,39.95,-75.24
2014,TX,Texas,Dallas,42,6485,32.81,-96.68
2014,LA,Louisiana,New Orleans,42,1605,29.93,-90.03
2014,TX,Texas,Edinburg,42,438,26.38,-98.14
2014,IL,Illinois,Chicago,42,1366,41.89,-87.67
2014,TX,Texas,Brownsville,42,5380,25.92,-97.52
2014,PA,Pennsylvania,Philadelphia,42,5241,40.06,-75.16
2014,IN,Indiana,Indianapolis,42,3892,39.8,-86.22
2014,OH,Ohio,Cleveland,42,3671,41.44,-81.62
2014,PA,Pennsylvania,Philadelphia,42,6195,40.01,-75.14
2014,MI,Michigan,Detroit,42,3895,42.41,-82.94
2014,NY,New York,New York,42,2119,40.84,-73.89
2014,TN,Tennessee,Chattanooga,42,6089,35.03,-85.22
2014,TX,Texas,San Antonio,42,4117,29.41,-98.54
2014,GA,Georgia,Savannah,42,2408,32.06,-81.08
2014,TX,Texas,Laredo,42,4549,27.46,-99.47
2014,PA,Pennsylvania,Philadelphia,42.1,4700,40.01,-75.07
2014,FL,Florida,Tampa,42.1,1047,27.96,-82.42
2014,NJ,New Jersey,Paterson,42.1,3850,40.92,-74.18
2014,MD,Maryland,Baltimore,42.1,5214,39.33,-76.68
2014,OH,Ohio,Columbus,42.1,2259,40.05,-82.95
2014,IL,Illinois,Peoria,42.1,1953,40.69,-89.59
2014,WI,Wisconsin,Milwaukee,42.1,3333,43.09,-87.91
2014,GA,Georgia,Macon,42.1,997,32.84,-83.66
2014,TX,Texas,Houston,42.1,2327,29.95,-95.4
2014,PA,Pennsylvania,Pittsburgh,42.1,1797,40.47,-80.04
2014,IN,Indiana,Evansville,42.1,1323,37.98,-87.58
2014,FL,Florida,Miami,42.1,4416,25.79,-80.2
2014,OH,Ohio,Columbus,42.1,8138,40.03,-82.92
2014,IA,Iowa,Davenport,42.1,1970,41.52,-90.59
2014,OK,Oklahoma,Tulsa,42.1,5722,36.18,-96.01
2014,NY,New York,New York,42.1,4669,40.85,-73.92
2014,TX,Texas,Houston,42.1,6317,29.83,-95.35
2014,NV,Nevada,North Las Vegas,42.1,1922,36.21,-115.11
2014,NJ,New Jersey,Paterson,42.1,1649,40.91,-74.16
2014,GA,Georgia,Savannah,42.1,2143,32.03,-81.07
2014,DE,Delaware,Wilmington,42.1,3922,39.74,-75.57
2014,VA,Virginia,Richmond,42.1,1155,37.54,-77.41
2014,MI,Michigan,Detroit,42.1,1997,42.41,-82.92
2014,PA,Pennsylvania,Reading,42.1,3730,40.35,-75.91
2014,MD,Maryland,Baltimore,42.1,2430,39.26,-76.64
2014,MI,Michigan,Detroit,42.1,4708,42.34,-83.23
2014,WI,Wisconsin,Milwaukee,42.1,4506,43.08,-87.97
2014,TX,Texas,Fort Worth,42.1,2105,32.73,-97.23
2014,GA,Georgia,Atlanta,42.1,1893,33.78,-84.5
2014,OH,Ohio,Cleveland,42.1,396815,41.48,-81.68
2014,VA,Virginia,Richmond,42.1,2957,37.56,-77.42
2014,OH,Ohio,Canton,42.1,3231,40.81,-81.38
2014,LA,Louisiana,New Orleans,42.1,1317,29.98,-90.05
2014,TX,Texas,San Antonio,42.1,1755,29.42,-98.47
2014,NJ,New Jersey,Camden,42.2,77344,39.94,-75.11
2014,WI,Wisconsin,Milwaukee,42.2,1606,43.05,-87.94
2014,MD,Maryland,Baltimore,42.2,3045,39.3,-76.68
2014,IL,Illinois,Chicago,42.2,4302,41.9,-87.75
2014,TX,Texas,Corpus Christi,42.2,1839,27.74,-97.46
2014,TN,Tennessee,Memphis,42.2,2845,35.04,-89.88
2014,TX,Texas,Brownsville,42.2,5273,25.9,-97.44
2014,GA,Georgia,Augusta,42.2,3380,33.4,-82
2014,IL,Illinois,Chicago,42.2,4123,41.75,-87.67
2014,IN,Indiana,Indianapolis,42.2,4829,39.8,-86.21
2014,IL,Illinois,Chicago,42.2,2916,41.73,-87.6
2014,TX,Texas,El Paso,42.2,4316,31.86,-106.44
2014,NY,New York,New York,42.2,1197,40.66,-73.94
2014,IN,Indiana,Indianapolis,42.2,3321,39.82,-86.02
2014,VA,Virginia,Hampton,42.2,5805,37.02,-76.4
2014,AZ,Arizona,Yuma,42.2,4080,32.72,-114.64
2014,FL,Florida,St. Petersburg,42.2,3916,27.75,-82.65
2014,IN,Indiana,Indianapolis,42.2,3755,39.82,-86.05
2014,NJ,New Jersey,Paterson,42.2,3399,40.91,-74.17
2014,NJ,New Jersey,Newark,42.2,2623,40.72,-74.21
2014,AL,Alabama,Birmingham,42.2,410,33.53,-86.93
2014,IL,Illinois,Chicago,42.2,2279,41.88,-87.69
2014,TX,Texas,Corpus Christi,42.2,4738,27.77,-97.43
2014,KY,Kentucky,Louisville,42.2,2624,38.27,-85.8
2014,TN,Tennessee,Memphis,42.2,3693,35.25,-89.95
2014,LA,Louisiana,New Orleans,42.2,1058,29.98,-90.05
2014,IL,Illinois,Chicago,42.3,1527,41.88,-87.71
2014,NV,Nevada,North Las Vegas,42.3,4747,36.22,-115.11
2014,NV,Nevada,North Las Vegas,42.3,4574,36.2,-115.13
2014,FL,Florida,Miami,42.3,2320,25.78,-80.2
2014,TX,Texas,Wichita Falls,42.3,2406,33.89,-98.46
2014,NC,North Carolin,Charlotte,42.3,2340,35.26,-80.83
2014,IN,Indiana,Indianapolis,42.3,3290,39.86,-86.25
2014,TX,Texas,Dallas,42.3,5297,32.73,-96.82
2014,CT,Connecticut,Hartford,42.3,2651,41.78,-72.7
2014,TX,Texas,Tyler,42.3,2061,32.36,-95.28
2014,TX,Texas,Houston,42.3,4145,29.72,-95.49
2014,TX,Texas,Houston,42.3,2805,29.84,-95.29
2014,CT,Connecticut,Waterbury,42.3,2487,41.56,-73.03
2014,IL,Illinois,Chicago,42.3,3127,41.74,-87.6
2014,IL,Illinois,Chicago,42.3,1785,41.78,-87.7
2014,MS,Mississippi,Jackson,42.3,5718,32.28,-90.27
2014,TX,Texas,Corpus Christi,42.3,4131,27.77,-97.48
2014,TN,Tennessee,Memphis,42.3,6014,35.03,-90
2014,IL,Illinois,Chicago,42.3,755,41.88,-87.69
2014,TX,Texas,Brownsville,42.3,681,25.98,-97.49
2014,IL,Illinois,Chicago,42.3,4140,41.86,-87.73
2014,LA,Louisiana,New Orleans,42.3,4296,30.07,-89.95
2014,GA,Georgia,Atlanta,42.3,3390,33.74,-84.44
2014,KY,Kentucky,Lexington,42.3,1261,38.05,-84.48
2014,TX,Texas,Houston,42.3,6137,29.85,-95.39
2014,VA,Virginia,Norfolk,42.3,3419,36.86,-76.28
2014,WI,Wisconsin,Milwaukee,42.3,3518,43.12,-87.98
2014,TX,Texas,Houston,42.3,3849,29.85,-95.42
2014,NC,North Carolin,Charlotte,42.3,2541,35.21,-80.92
2014,CA,California,Long Beach,42.3,117,33.78,-118.12
2014,AR,Arkansas,Little Rock,42.3,2340,34.74,-92.29
2014,MI,Michigan,Flint,42.3,102434,43.02,-83.69
2014,PA,Pennsylvania,Philadelphia,42.3,4157,40.01,-75.12
2014,IL,Illinois,Chicago,42.3,1321,41.79,-87.68
2014,MI,Michigan,Detroit,42.3,2178,42.38,-83.27
2014,WI,Wisconsin,Milwaukee,42.3,3028,43.14,-88.05
2014,PA,Pennsylvania,Reading,42.3,3936,40.36,-75.93
2014,KS,Kansas,Kansas City,42.4,1703,39.11,-94.63
2014,IL,Illinois,Chicago,42.4,5778,41.78,-87.69
2014,TX,Texas,Houston,42.4,6989,29.66,-95.53
2014,NY,New York,New York,42.4,2005,40.84,-73.89
2014,PA,Pennsylvania,Philadelphia,42.4,3547,40,-75.16
2014,NV,Nevada,Las Vegas,42.4,1761,36.16,-115.11
2014,AR,Arkansas,Little Rock,42.4,864,34.73,-92.23
2014,NY,New York,Rochester,42.4,2189,43.19,-77.61
2014,IN,Indiana,Indianapolis,42.4,2085,39.78,-86.22
2014,CT,Connecticut,Waterbury,42.4,1969,41.56,-73.03
2014,IL,Illinois,Chicago,42.4,1612,41.81,-87.62
2014,LA,Louisiana,New Orleans,42.4,4213,30.02,-89.98
2014,IL,Illinois,Rockford,42.4,2553,42.23,-89.08
2014,PA,Pennsylvania,Philadelphia,42.4,2819,40.02,-75.16
2014,TX,Texas,Lubbock,42.4,1993,33.6,-101.86
2014,TX,Texas,Houston,42.4,2332,29.72,-95.36
2014,MD,Maryland,Baltimore,42.4,3175,39.35,-76.68
2014,TN,Tennessee,Memphis,42.4,5031,35.01,-89.96
2014,LA,Louisiana,New Orleans,42.4,616,29.97,-90
2014,CO,Colorado,Pueblo,42.4,1332,38.29,-104.63
2014,NC,North Carolin,Charlotte,42.4,3414,35.19,-80.89
2014,VA,Virginia,Roanoke,42.4,5361,37.28,-79.99
2014,TX,Texas,Corpus Christi,42.4,4311,27.76,-97.41
2014,OH,Ohio,Toledo,42.4,2903,41.67,-83.56
2014,TX,Texas,San Antonio,42.4,5794,29.41,-98.52
2014,OH,Ohio,Columbus,42.4,1682,39.99,-83
2014,TN,Tennessee,Memphis,42.4,4026,35.06,-89.93
2014,VA,Virginia,Richmond,42.4,2078,37.51,-77.44
2014,IN,Indiana,Hammond,42.4,5183,41.61,-87.52
2014,MD,Maryland,Baltimore,42.4,2993,39.34,-76.68
2014,SC,South Carolin,Rock Hill,42.4,3964,34.91,-81.02
2014,IL,Illinois,Springfield,42.4,2484,39.81,-89.64
2014,GA,Georgia,Atlanta,42.4,1311,33.73,-84.42
2014,OH,Ohio,Cleveland,42.4,3044,41.58,-81.56
2014,MD,Maryland,Baltimore,42.4,3142,39.28,-76.65
2014,PA,Pennsylvania,Erie,42.4,1824,42.13,-80.06
2014,TX,Texas,Amarillo,42.4,2502,35.22,-101.84
2014,NC,North Carolin,High Point,42.4,3468,35.96,-79.96
2014,TX,Texas,Arlington,42.4,5810,32.72,-97.05
2014,NJ,New Jersey,Camden,42.4,3237,39.93,-75.12
2014,PA,Pennsylvania,Reading,42.4,2670,40.34,-75.91
2014,IL,Illinois,Chicago,42.4,1442,41.88,-87.71
2014,IL,Illinois,Chicago,42.4,2072,41.77,-87.68
2014,TX,Texas,Corpus Christi,42.4,4259,27.78,-97.4
2014,PA,Pennsylvania,Philadelphia,42.4,7118,40.05,-75.18
2014,MO,Missouri,Kansas City,42.5,2159,39.09,-94.53
2014,TX,Texas,Houston,42.5,3725,29.96,-95.43
2014,MD,Maryland,Baltimore,42.5,5615,39.3,-76.67
2014,MI,Michigan,Detroit,42.5,1803,42.39,-83.27
2014,TN,Tennessee,Memphis,42.5,1498,35.13,-90.03
2014,TX,Texas,Midland,42.5,4164,32.01,-102.06
2014,PA,Pennsylvania,Philadelphia,42.5,2956,40.04,-75.17
2014,NC,North Carolin,Greenville,42.5,89,35.67,-77.36
2014,TX,Texas,Fort Worth,42.5,3335,32.68,-97.32
2014,NY,New York,Buffalo,42.5,4165,42.94,-78.81
2014,TN,Tennessee,Nashville,42.5,3616,36.16,-86.83
2014,MI,Michigan,Detroit,42.5,1264,42.29,-83.15
2014,GA,Georgia,Augusta,42.5,5059,33.45,-82.02
2014,TX,Texas,McAllen,42.5,64,26.28,-98.26
2014,OH,Ohio,Columbus,42.5,5205,39.95,-83.03
2014,TX,Texas,Houston,42.5,1907,29.59,-95.5
2014,IL,Illinois,Chicago,42.5,4921,41.9,-87.77
2014,TX,Texas,Wichita Falls,42.5,910,33.93,-98.49
2014,TN,Tennessee,Chattanooga,42.5,1492,35,-85.3
2014,TN,Tennessee,Memphis,42.5,4861,35.17,-90
2014,TX,Texas,Corpus Christi,42.5,4783,27.8,-97.46
2014,NY,New York,Buffalo,42.5,4497,42.93,-78.81
2014,MI,Michigan,Detroit,42.5,1095,42.35,-83.01
2014,NJ,New Jersey,Newark,42.5,3453,40.72,-74.19
2014,TX,Texas,Fort Worth,42.5,2598,32.73,-97.33
2014,MO,Missouri,St. Louis,42.5,2922,38.66,-90.28
2014,SC,South Carolin,Columbia,42.5,1494,34.04,-81.04
2014,GA,Georgia,Atlanta,42.5,3774,33.78,-84.44
2014,MD,Maryland,Baltimore,42.5,2011,39.3,-76.63
2014,MO,Missouri,St. Louis,42.5,2507,38.67,-90.29
2014,PA,Pennsylvania,Reading,42.5,2970,40.34,-75.93
2014,TX,Texas,San Antonio,42.5,4848,29.43,-98.43
2014,NE,Nebraska,Omaha,42.5,4145,41.31,-95.97
2014,MD,Maryland,Baltimore,42.5,2011,39.32,-76.64
2014,GA,Georgia,Warner Robins,42.5,6302,32.64,-83.62
2014,TX,Texas,Fort Worth,42.5,2801,32.73,-97.22
2014,GA,Georgia,Savannah,42.6,3115,32.05,-81.11
2014,IL,Illinois,Aurora,42.6,8837,41.75,-88.3
2014,MI,Michigan,Flint,42.6,2034,43.02,-83.68
2014,AR,Arkansas,Little Rock,42.6,2310,34.72,-92.27
2014,OH,Ohio,Toledo,42.6,3481,41.73,-83.56
2014,TX,Texas,Fort Worth,42.6,870,32.82,-97.31
2014,MD,Maryland,Baltimore,42.6,1426,39.28,-76.68
2014,AR,Arkansas,Little Rock,42.6,4359,34.74,-92.33
2014,NC,North Carolin,Winston-Salem,42.6,2063,36.14,-80.19
2014,TN,Tennessee,Memphis,42.6,2747,35.1,-90
2014,PA,Pennsylvania,Philadelphia,42.6,3913,40.02,-75.17
2014,AL,Alabama,Mobile,42.6,2850,30.65,-88.1
2014,IL,Illinois,Rockford,42.6,1371,42.27,-89.08
2014,KS,Kansas,Wichita,42.6,2116,37.7,-97.3
2014,MI,Michigan,Grand Rapids,42.6,3327,42.92,-85.68
2014,GA,Georgia,Columbus,42.6,2749,32.49,-84.99
2014,NY,New York,New York,42.6,5461,40.84,-73.93
2014,IN,Indiana,Indianapolis,42.6,2023,39.74,-86.12
2014,IL,Illinois,Chicago,42.6,4520,41.76,-87.61
2014,PA,Pennsylvania,Philadelphia,42.6,2917,39.98,-75.24
2014,NE,Nebraska,Omaha,42.6,4155,41.3,-95.97
2014,NJ,New Jersey,Trenton,42.6,2192,40.22,-74.78
2014,NE,Nebraska,Omaha,42.6,2378,41.32,-95.98
2014,TX,Texas,Houston,42.6,5227,29.88,-95.29
2014,NC,North Carolin,Charlotte,42.6,2968,35.24,-80.88
2014,TX,Texas,San Antonio,42.6,7553,29.43,-98.51
2014,GA,Georgia,Atlanta,42.6,4917,33.78,-84.47
2014,MD,Maryland,Baltimore,42.6,1586,39.32,-76.61
2014,AL,Alabama,Birmingham,42.6,3042,33.58,-86.72
2014,FL,Florida,Miami,42.6,3336,25.83,-80.2
2014,GA,Georgia,Savannah,42.6,2307,32.09,-81.13
2014,PA,Pennsylvania,Bethlehem,42.6,4208,40.63,-75.35
2014,MA,Massachusetts,Brockton,42.6,6339,42.08,-71.03
2014,PA,Pennsylvania,Philadelphia,42.6,5459,39.97,-75.24
2014,TX,Texas,Laredo,42.6,1826,27.51,-99.47
2014,GA,Georgia,Columbus,42.6,3266,32.47,-84.94
2014,TX,Texas,Pharr,42.6,15479,26.13,-98.2
2014,NY,New York,Buffalo,42.6,5975,42.94,-78.81
2014,TX,Texas,Laredo,42.6,3998,27.5,-99.49
2014,MO,Missouri,Kansas City,42.7,3218,39.11,-94.56
2014,OK,Oklahoma,Oklahoma City,42.7,819,35.47,-97.56
2014,TX,Texas,Tyler,42.7,1456,32.36,-95.35
2014,TN,Tennessee,Chattanooga,42.7,3813,35.06,-85.22
2014,TX,Texas,Midland,42.7,4118,31.99,-102.06
2014,WV,West Virginia,Charleston,42.7,1361,38.37,-81.68
2014,OH,Ohio,Cleveland,42.7,2471,41.47,-81.75
2014,CA,California,Los Angeles,42.7,1363,34.06,-118.25
2014,MS,Mississippi,Jackson,42.7,2926,32.25,-90.23
2014,PA,Pennsylvania,Philadelphia,42.7,5028,39.95,-75.23
2014,MI,Michigan,Detroit,42.7,4150,42.27,-83.15
2014,AZ,Arizona,Phoenix,42.7,1372,33.44,-112.04
2014,TX,Texas,Dallas,42.7,3297,32.65,-96.89
2014,FL,Florida,Orlando,42.7,1262,28.53,-81.39
2014,TN,Tennessee,Memphis,42.7,1648,35.15,-89.96
2014,WI,Wisconsin,Milwaukee,42.7,3819,43.02,-87.95
2014,NJ,New Jersey,Paterson,42.7,2505,40.93,-74.16
2014,MI,Michigan,Flint,42.7,102434,43.02,-83.69
2014,OH,Ohio,Columbus,42.7,4697,39.91,-82.85
2014,LA,Louisiana,New Orleans,42.7,3059,29.96,-90.1
2014,NY,New York,New York,42.7,3965,40.85,-73.89
2014,TN,Tennessee,Memphis,42.7,7653,35.24,-89.99
2014,MI,Michigan,Detroit,42.7,2720,42.32,-83.09
2014,NV,Nevada,North Las Vegas,42.7,4175,36.2,-115.11
2014,MI,Michigan,Warren,42.7,3616,42.46,-83.02
2014,TX,Texas,Houston,42.7,4867,29.86,-95.47
2014,FL,Florida,Tampa,42.7,3009,27.98,-82.43
2014,AL,Alabama,Huntsville,42.7,2997,34.77,-86.6
2014,MI,Michigan,Detroit,42.7,3081,42.45,-82.98
2014,MI,Michigan,Detroit,42.7,1671,42.33,-83.11
2014,OH,Ohio,Columbus,42.7,4199,39.94,-83.1
2014,AZ,Arizona,Phoenix,42.7,1570,33.45,-112.09
2014,GA,Georgia,Atlanta,42.7,2231,33.75,-84.44
2014,OH,Ohio,Columbus,42.7,3303,39.96,-82.95
2014,FL,Florida,Tampa,42.7,2673,27.98,-82.44
2014,TX,Texas,Houston,42.8,2918,29.67,-95.32
2014,IL,Illinois,Rockford,42.8,3822,42.29,-89.11
2014,IL,Illinois,Chicago,42.8,1199,41.8,-87.63
2014,TX,Texas,San Antonio,42.8,4634,29.44,-98.53
2014,TX,Texas,Beaumont,42.8,2452,30.06,-94.11
2014,AZ,Arizona,Phoenix,42.8,4198,33.44,-112.13
2014,TN,Tennessee,Memphis,42.8,2802,35.09,-90
2014,TX,Texas,Brownsville,42.8,3019,25.88,-97.44
2014,NE,Nebraska,Omaha,42.8,2302,41.29,-95.98
2014,TX,Texas,Laredo,42.8,2873,27.52,-99.51
2014,OH,Ohio,Toledo,42.8,3045,41.64,-83.51
2014,LA,Louisiana,New Orleans,42.8,568,29.97,-90.02
2014,PA,Pennsylvania,Reading,42.8,4494,40.35,-75.92
2014,NY,New York,Buffalo,42.8,1485,42.89,-78.85
2014,PA,Pennsylvania,Pittsburgh,42.8,1465,40.47,-79.94
2014,PA,Pennsylvania,Allentown,42.8,3822,40.61,-75.48
2014,PA,Pennsylvania,Reading,42.8,2186,40.33,-75.93
2014,MI,Michigan,Detroit,42.8,1404,42.44,-83.17
2014,OK,Oklahoma,Tulsa,42.8,2740,36.21,-95.99
2014,OH,Ohio,Youngstown,42.8,66982,41.1,-80.65
2014,WI,Wisconsin,Milwaukee,42.8,2320,43.07,-87.97
2014,IL,Illinois,Chicago,42.8,1442,41.85,-87.7
2014,OH,Ohio,Cleveland,42.8,1190,41.47,-81.7
2014,LA,Louisiana,Baton Rouge,42.8,2433,30.48,-91.13
2014,GA,Georgia,Atlanta,42.8,3116,33.76,-84.5
2014,WA,Washington,Yakima,42.8,6991,46.59,-120.49
2014,NC,North Carolin,Winston-Salem,42.8,3405,36.06,-80.18
2014,WI,Wisconsin,Milwaukee,42.8,1901,43.06,-87.98
2014,TX,Texas,Laredo,42.8,3425,27.54,-99.52
2014,TX,Texas,San Antonio,42.8,3839,29.44,-98.52
2014,OH,Ohio,Cincinnati,42.8,900,39.11,-84.51
2014,OK,Oklahoma,Tulsa,42.8,1545,36.18,-95.98
2014,IL,Illinois,Chicago,42.8,2624,41.78,-87.61
2014,OH,Ohio,Toledo,42.8,2478,41.67,-83.48
2014,IN,Indiana,Fort Wayne,42.8,2344,41.07,-85.16
2014,NY,New York,New York,42.8,4294,40.83,-73.91
2014,TX,Texas,Dallas,42.8,3281,32.68,-96.87
2014,CT,Connecticut,Bridgeport,42.8,2448,41.18,-73.2
2014,IL,Illinois,Peoria,42.8,4846,40.71,-89.61
2014,TX,Texas,Houston,42.8,4729,29.83,-95.25
2014,NY,New York,New York,42.8,5093,40.85,-73.9
2014,OK,Oklahoma,Oklahoma City,42.9,2379,35.43,-97.56
2014,LA,Louisiana,New Orleans,42.9,2006,30.03,-90
2014,VA,Virginia,Hampton,42.9,4880,37.02,-76.36
2014,TX,Texas,Laredo,42.9,3265,27.48,-99.47
2014,GA,Georgia,Warner Robins,42.9,3133,32.62,-83.61
2014,IL,Illinois,Chicago,42.9,3314,41.74,-87.55
2014,TN,Tennessee,Chattanooga,42.9,4773,35.01,-85.28
2014,OH,Ohio,Canton,42.9,3041,40.81,-81.36
2014,CT,Connecticut,Waterbury,42.9,3355,41.57,-73.03
2014,FL,Florida,Miami,42.9,1630,25.8,-80.2
2014,TX,Texas,Fort Worth,42.9,3329,32.67,-97.33
2014,LA,Louisiana,New Orleans,42.9,2534,29.94,-90.03
2014,FL,Florida,Fort Lauderdale,42.9,2366,26.13,-80.17
2014,TX,Texas,Houston,42.9,2457,29.7,-95.37
2014,WI,Wisconsin,Milwaukee,42.9,3000,43,-87.92
2014,NJ,New Jersey,Trenton,42.9,3858,40.23,-74.76
2014,FL,Florida,Tampa,42.9,2063,27.97,-82.44
2014,TX,Texas,Beaumont,42.9,1664,30.08,-94.1
2014,NJ,New Jersey,Trenton,42.9,2798,40.23,-74.77
2014,GA,Georgia,Macon,42.9,91351,32.83,-83.65
2014,SC,South Carolin,Charleston,42.9,1451,32.82,-79.94
2014,IL,Illinois,Chicago,42.9,2483,41.87,-87.71
2014,TX,Texas,McAllen,42.9,2528,26.2,-98.24
2014,KY,Kentucky,Louisville,42.9,2178,38.18,-85.79
2014,OH,Ohio,Toledo,42.9,3046,41.65,-83.51
2014,TX,Texas,Corpus Christi,42.9,3381,27.8,-97.4
2014,MD,Maryland,Baltimore,42.9,2613,39.32,-76.63
2014,IL,Illinois,Chicago,42.9,3545,41.75,-87.56
2014,AL,Alabama,Birmingham,42.9,5063,33.5,-86.89
2014,IN,Indiana,Fort Wayne,42.9,2206,41.07,-85.09
2014,TX,Texas,Dallas,42.9,6638,32.71,-96.82
2014,WI,Wisconsin,Milwaukee,43,1192,43.06,-87.91
2014,WI,Wisconsin,Milwaukee,43,3401,43.08,-88
2014,TX,Texas,Brownsville,43,63,25.93,-97.42
2014,MI,Michigan,Detroit,43,4032,42.44,-82.95
2014,IL,Illinois,Chicago,43,2743,41.81,-87.6
2014,NJ,New Jersey,Camden,43,5184,39.94,-75.09
2014,IL,Illinois,Chicago,43,3464,41.77,-87.62
2014,NY,New York,Rochester,43,2446,43.19,-77.62
2014,MI,Michigan,Detroit,43,1557,42.44,-82.98
2014,LA,Louisiana,Lake Charles,43,3861,30.22,-93.15
2014,PA,Pennsylvania,Philadelphia,43,4035,40.03,-75.16
2014,MD,Maryland,Baltimore,43,2699,39.31,-76.65
2014,OH,Ohio,Cincinnati,43,2368,39.13,-84.56
2014,TX,Texas,Laredo,43,3857,27.54,-99.51
2014,IN,Indiana,South Bend,43,2072,41.69,-86.27
2014,TX,Texas,Houston,43,3610,29.75,-95.28
2014,IL,Illinois,Chicago,43,4680,41.77,-87.58
2014,TN,Tennessee,Memphis,43,3802,35.09,-90.04
2014,FL,Florida,Miami,43,3781,25.84,-80.2
2014,TX,Texas,Houston,43,7108,29.65,-95.5
2014,OH,Ohio,Canton,43,333,40.79,-81.31
2014,NC,North Carolin,Winston-Salem,43,3917,36.07,-80.19
2014,NY,New York,New York,43,4933,40.81,-73.93
2014,TX,Texas,Beaumont,43,2978,30.06,-94.1
2014,MI,Michigan,Lansing,43,2987,42.69,-84.61
2014,TX,Texas,Mission,43,272,26.25,-98.33
2014,PA,Pennsylvania,Philadelphia,43,4307,39.96,-75.24
2014,IN,Indiana,Indianapolis,43,1431,39.77,-86.12
2014,MI,Michigan,Warren,43,2989,42.46,-82.99
2014,NJ,New Jersey,Camden,43,2316,39.93,-75.11
2014,TX,Texas,Fort Worth,43,3775,32.69,-97.27
2014,TX,Texas,San Angelo,43,2595,31.47,-100.45
2014,IL,Illinois,Rockford,43,2601,42.26,-89.08
2014,TX,Texas,Dallas,43,4442,32.71,-96.86
2014,IN,Indiana,Indianapolis,43,2083,39.82,-86.27
2014,TX,Texas,Dallas,43,3625,32.65,-96.84
2014,OH,Ohio,Columbus,43,3669,40.04,-82.97
2014,LA,Louisiana,New Orleans,43,929,29.98,-90.05
2014,AR,Arkansas,Little Rock,43,2509,34.73,-92.31
2014,IL,Illinois,Chicago,43,1934,41.88,-87.74
2014,NJ,New Jersey,Newark,43,2236,40.71,-74.2
2014,AZ,Arizona,Phoenix,43,1677,33.42,-112.11
2014,NJ,New Jersey,Trenton,43,3382,40.23,-74.78
2014,TN,Tennessee,Memphis,43,4744,35.03,-90.08
